nation_number	attribute_record_id	test
5	1
5	2
5	3
5	4
5	5
5	6
5	7
5	8
5	9
5	10
5	11
5	12
5	13
5	14
5	15
5	16
5	17
5	18
5	19
5	20
5	21
5	22
5	23
5	24
5	25
5	26
5	27
5	28
5	29
5	30
5	31
5	32
5	33
5	34
5	35
5	36
5	37
5	38
5	39
6	40
6	41
6	42
6	43
6	44
6	45
6	46
6	47
6	48
6	49
6	50
6	51
6	52
6	53
6	54
6	55
6	56
6	57
6	58
6	59
6	60
6	61
6	62
6	63
6	64
6	65
6	66
6	67
6	68
7	69
7	70
7	71
7	72
7	73
7	74
7	75
7	76
7	77
7	78
7	79
7	80
7	81
7	82
7	83
7	84
7	85
7	86
7	87
7	88
7	89
7	90
7	91
7	92
7	93
7	94
7	95
7	96
7	97
7	98
7	99
7	100
7	101
7	102
7	103
7	104
7	105
7	106
7	107
7	108
7	109
7	110
7	111
7	112
7	113
7	114
7	115
7	116
7	117
8	118
8	119
8	120
8	121
8	122
8	123
8	124
8	125
8	126
8	127
8	128
8	129
8	130
8	131
8	132
8	133
8	134
8	135
8	136
8	137
8	138
8	139
8	140
8	141
8	142
8	143
8	144
8	145
8	146
8	147
8	148
8	149
8	150
9	151
9	152
9	153
9	154
9	155
9	156
9	157
9	158
9	159
9	160
9	161
9	162
9	163
9	164
9	165
9	166
9	167
9	168
9	169
9	170
9	171
9	172
9	173
9	174
9	175
9	176
9	177
9	178
9	179
9	180
9	181
10	182
10	183
10	184
10	185
10	186
10	187
10	188
10	189
10	190
10	191
10	192
10	193
10	194
10	195
10	196
10	197
10	198
10	199
10	200
10	201
10	202
10	203
10	204
10	205
10	206
10	207
10	208
10	209
10	210
11	211
11	212
11	213
11	214
11	215
11	216
11	217
11	218
11	219
11	220
11	221
11	222
11	223
11	224
11	225
11	226
11	227
11	228
11	229
11	230
11	231
11	232
11	233
11	234
11	235
11	236
11	237
11	238
11	239
11	240
11	241
11	242
11	243
11	244
11	245
11	246
12	247
12	248
12	249
12	250
12	251
12	252
12	253
12	254
12	255
12	256
12	257
12	258
12	259
12	260
12	261
12	262
12	263
12	264
12	265
12	266
12	267
12	268
12	269
12	270
12	271
12	272
12	273
12	274
12	275
12	276
12	277
12	278
12	279
12	280
12	281
13	282
13	283
13	284
13	285
13	286
13	287
13	288
13	289
13	290
13	291
13	292
13	293
13	294
13	295
13	296
13	297
13	298
13	299
13	300
13	301
13	302
13	303
13	304
13	305
13	306
13	307
13	308
13	309
13	310
13	311
13	312
13	313
13	314
13	315
13	316
13	317
13	318
14	319
14	320
14	321
14	322
14	323
14	324
14	325
14	326
14	327
14	328
14	329
14	330
14	331
14	332
14	333
14	334
14	335
14	336
14	337
14	338
14	339
14	340
14	341
14	342
14	343
14	344
14	345
14	346
14	347
14	348
14	349
14	350
14	351
14	352
15	353
15	354
15	355
15	356
15	357
15	358
15	359
15	360
15	361
15	362
15	363
15	364
15	365
15	366
15	367
15	368
15	369
15	370
15	371
15	372
15	373
15	374
15	375
15	376
15	377
15	378
15	379
15	380
15	381
15	382
15	383
15	384
15	385
15	386
15	387
16	388
16	389
16	390
16	391
16	392
16	393
16	394
16	395
16	396
16	397
16	398
16	399
16	400
16	401
16	402
16	403
16	404
16	405
16	406
16	407
16	408
16	409
16	410
16	411
16	412
16	413
16	414
16	415
16	416
16	417
16	418
16	419
16	420
16	421
16	422
16	423
16	424
16	425
16	426
16	427
16	428
16	429
16	430
16	431
16	432
16	433
16	434
16	435
16	436
16	437
16	438
17	439
17	440
17	441
17	442
17	443
17	444
17	445
17	446
17	447
17	448
17	449
17	450
17	451
17	452
17	453
17	454
17	455
17	456
17	457
17	458
17	459
17	460
17	461
17	462
17	463
17	464
17	465
17	466
17	467
17	468
17	469
17	470
17	471
17	472
17	473
17	474
17	475
17	476
17	477
17	478
17	479
17	480
17	481
17	482
17	483
17	484
17	485
17	486
17	487
17	488
17	489
17	490
17	491
17	492
17	493
17	494
17	495
17	496
17	497
17	498
17	499
18	500
18	501
18	502
18	503
18	504
18	505
18	506
18	507
18	508
18	509
18	510
18	511
18	512
18	513
18	514
18	515
18	516
18	517
18	518
18	519
18	520
18	521
18	522
18	523
18	524
18	525
18	526
19	527
19	528
19	529
19	530
19	531
19	532
19	533
19	534
19	535
19	536
19	537
19	538
19	539
19	540
19	541
19	542
19	543
19	544
19	545
19	546
19	547
19	548
19	549
19	550
19	551
19	552
19	553
19	554
19	555
19	556
19	557
19	558
20	559
20	560
20	561
20	562
20	563
20	564
20	565
20	566
20	567
20	568
20	569
20	570
20	571
20	572
20	573
20	574
20	575
20	576
20	577
20	578
20	579
20	580
20	581
20	582
20	583
20	584
20	585
20	586
20	587
21	588
21	589
21	590
21	591
21	592
21	593
21	594
21	595
21	596
21	597
21	598
21	599
21	600
21	601
21	602
21	603
21	604
21	605
21	606
21	607
21	608
21	609
21	610
21	611
21	612
21	613
21	614
21	615
22	616
22	617
22	618
22	619
22	620
22	621
22	622
22	623
22	624
22	625
22	626
22	627
22	628
22	629
22	630
22	631
22	632
22	633
22	634
22	635
22	636
22	637
22	638
22	639
22	640
22	641
22	642
22	643
22	644
22	645
22	646
22	647
22	648
22	649
25	650
25	651
25	652
25	653
25	654
25	655
25	656
25	657
25	658
25	659
25	660
25	661
25	662
25	663
25	664
25	665
25	666
25	667
25	668
25	669
25	670
25	671
25	672
25	673
25	674
25	675
25	676
25	677
25	678
25	679
25	680
25	681
25	682
25	683
25	684
25	685
25	686
25	687
25	688
25	689
26	690
26	691
26	692
26	693
26	694
26	695
26	696
26	697
26	698
26	699
26	700
26	701
26	702
26	703
26	704
26	705
26	706
26	707
26	708
26	709
26	710
26	711
26	712
26	713
26	714
26	715
26	716
26	717
26	718
26	719
26	720
26	721
26	722
26	723
26	724
26	725
26	726
26	727
26	728
26	729
26	730
26	731
26	732
27	733
27	734
27	735
27	736
27	737
27	738
27	739
27	740
27	741
27	742
27	743
27	744
27	745
27	746
27	747
27	748
27	749
27	750
27	751
27	752
27	753
27	754
27	755
27	756
27	757
27	758
27	759
27	760
27	761
27	762
27	763
27	764
27	765
27	766
27	767
28	768
28	769
28	770
28	771
28	772
28	773
28	774
28	775
28	776
28	777
28	778
28	779
28	780
28	781
28	782
28	783
28	784
28	785
28	786
28	787
28	788
28	789
28	790
28	791
28	792
28	793
28	794
28	795
28	796
28	797
28	798
28	799
28	800
28	801
28	802
28	803
28	804
28	805
28	806
29	807
29	808
29	809
29	810
29	811
29	812
29	813
29	814
29	815
29	816
29	817
29	818
29	819
29	820
29	821
29	822
29	823
29	824
29	825
29	826
29	827
29	828
29	829
29	830
29	831
29	832
29	833
29	834
29	835
29	836
29	837
29	838
29	839
29	840
29	841
29	842
29	843
29	844
30	845
30	846
30	847
30	848
30	849
30	850
30	851
30	852
30	853
30	854
30	855
30	856
30	857
30	858
30	859
30	860
30	861
30	862
30	863
30	864
30	865
30	866
30	867
30	868
30	869
30	870
30	871
30	872
30	873
30	874
30	875
30	876
30	877
30	878
30	879
30	880
30	881
30	882
30	883
30	884
31	885
31	886
31	887
31	888
31	889
31	890
31	891
31	892
31	893
31	894
31	895
31	896
31	897
31	898
31	899
31	900
31	901
31	902
31	903
31	904
31	905
31	906
31	907
31	908
31	909
31	910
31	911
31	912
31	913
31	914
31	915
31	916
31	917
31	918
31	919
31	920
31	921
31	922
31	923
31	924
31	925
31	926
31	927
31	928
31	929
31	930
31	931
33	932
33	933
33	934
33	935
33	936
33	937
33	938
33	939
33	940
33	941
33	942
33	943
33	944
33	945
33	946
33	947
33	948
33	949
33	950
33	951
33	952
33	953
33	954
33	955
33	956
33	957
33	958
33	959
33	960
33	961
33	962
33	963
33	964
34	965
34	966
34	967
34	968
34	969
34	970
34	971
34	972
34	973
34	974
34	975
34	976
34	977
34	978
34	979
34	980
34	981
34	982
34	983
34	984
34	985
34	986
34	987
34	988
34	989
34	990
34	991
34	992
34	993
34	994
34	995
34	996
34	997
34	998
34	999
34	1000
34	1001
34	1002
35	1003
35	1004
35	1005
35	1006
35	1007
35	1008
35	1009
35	1010
35	1011
35	1012
35	1013
35	1014
35	1015
35	1016
35	1017
35	1018
35	1019
35	1020
35	1021
35	1022
35	1023
35	1024
35	1025
35	1026
35	1027
35	1028
35	1029
35	1030
35	1031
35	1032
35	1033
35	1034
36	1035
36	1036
36	1037
36	1038
36	1039
36	1040
36	1041
36	1042
36	1043
36	1044
36	1045
36	1046
36	1047
36	1048
36	1049
36	1050
36	1051
36	1052
36	1053
36	1054
36	1055
36	1056
36	1057
36	1058
36	1059
36	1060
36	1061
36	1062
36	1063
36	1064
36	1065
37	1066
37	1067
37	1068
37	1069
37	1070
37	1071
37	1072
37	1073
37	1074
37	1075
37	1076
37	1077
37	1078
37	1079
37	1080
37	1081
37	1082
37	1083
37	1084
37	1085
37	1086
37	1087
37	1088
37	1089
37	1090
37	1091
37	1092
37	1093
37	1094
37	1095
37	1096
37	1097
38	1098
38	1099
38	1100
38	1101
38	1102
38	1103
38	1104
38	1105
38	1106
38	1107
38	1108
38	1109
38	1110
38	1111
38	1112
38	1113
38	1114
38	1115
38	1116
38	1117
38	1118
38	1119
38	1120
38	1121
38	1122
38	1123
38	1124
38	1125
38	1126
38	1127
39	1128
39	1129
39	1130
39	1131
39	1132
39	1133
39	1134
39	1135
39	1136
39	1137
39	1138
39	1139
